feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
coprococcus_catus	abx_avg	abx_avg	-0.0126821878574992	0.00252339351572317	923	593	8.56780995661203e-07	0.00053463134129259
roseburia_hominis	omega6_avg	omega6_avg	0.0027333669545137	0.00062347491526086	923	800	1.61229019270366e-05	0.00503034540123543
hungatella_hathewayi	abx_avg	abx_avg	0.00322656574558196	0.000880107364972746	923	158	0.000295855190047375	0.061537879529854
clostridium_sp_cag_167	omega6_avg	omega6_avg	0.0019045096508674	0.000537830479470247	923	297	0.000462549115003601	0.0721576619405617
oscillibacter_sp_57_20	omega6_avg	omega6_avg	0.00268353817839894	0.000781522496223578	923	662	0.000677613124237753	0.0730097648624429
clostridium_lavalense	abx_avg	abx_avg	0.00312692290657955	0.000913285581079345	923	235	0.000702016969831182	0.0730097648624429
lactobacillus_rogosae	abx_avg	abx_avg	-0.00469980814027441	0.0014168509482348	923	233	0.00102231123695754	0.0911317445516438
ruminococcus_torques	abx_avg	abx_avg	-0.0212111561499383	0.00647443269877738	923	712	0.00117568573876779	0.0917034876238874
clostridium_innocuum	abx_avg	abx_avg	0.00388434741495265	0.0012910507795949	923	212	0.00285567028126197	0.178193825550747
firmicutes_bacterium_cag_110	abx_avg	abx_avg	-0.0187229277780036	0.00619937169144449	923	407	0.00274284710456572	0.178193825550747
streptococcus_parasanguinis	agemlvs	agemlvs	0.000997051883129646	0.000349296971494987	923	415	0.00460594473583915	0.261282683196694
roseburia_faecis	abx_avg	abx_avg	-0.0296988544354708	0.0114020577533424	923	726	0.00964654155041765	0.434877725188783
roseburia_sp_cag_309	abx_avg	abx_avg	-0.00285520492756985	0.0012159239467356	923	267	0.0195137440789839	0.434877725188783
roseburia_intestinalis	abx_avg	abx_avg	0.0198837573431401	0.00808400570018404	923	694	0.014474296905105	0.434877725188783
alistipes_putredinis	agemlvs	agemlvs	0.00315963716359426	0.00133843793011615	923	737	0.0188748997039999	0.434877725188783
alistipes_putredinis	abx_avg	abx_avg	-0.0303780410636817	0.0121843261087737	923	737	0.0131943783869237	0.434877725188783
alistipes_finegoldii	calor_avg	calor_avg	-1.63491905215838e-05	6.89187947488411e-06	923	756	0.018307112546206	0.434877725188783
eubacterium_sp_cag_251	abx_avg	abx_avg	-0.0123109768036809	0.00501671613462019	923	167	0.0146906912145338	0.434877725188783
blautia_hydrogenotrophica	abx_avg	abx_avg	0.00348558335435124	0.00139936513259906	923	212	0.0132905482424614	0.434877725188783
flavonifractor_plautii	abx_avg	abx_avg	0.0081728640163507	0.00344275317786438	923	639	0.0182203728999035	0.434877725188783
